lr,la,T*,P*,rhol*,rhos*
9.0,6.0,1.1988820975,7.6783201775,0.9990124187466656,1.0641312402103562
9.0,6.0,1.22404299375,8.1378761025,1.004054239152591,1.068085772266469
9.0,6.0,1.27003207,8.98599002125,1.014390867448893,1.0765945286378469
9.0,6.0,1.29492356,9.451159157500005,1.020162411280968,1.0817965276915882
9.0,6.0,1.38696676125,11.227956937499998,1.0374675262065292,1.09988802440776
9.0,6.0,1.4529440175,12.5342649375,1.050493039063802,1.1119931853760718
9.0,6.0,1.5159625525000002,13.81401315,1.061870412996054,1.1200661365215263
9.0,6.0,1.61905095,15.967817075,1.0799760976446744,1.1335715237424555
9.0,6.0,1.67400853375,17.1687847625,1.0896380916158934,1.1437363706660002
9.0,6.0,1.7961448112499998,19.865599600000003,1.1097263875441032,1.1631775741911172
9.0,6.0,1.956966195,23.5721610875,1.135287655677881,1.1889923688388528
9.0,6.0,2.0690155575,26.260646325000003,1.152561583260589,1.2040784202537425
9.0,6.0,2.16506431625,28.6107866625,1.166675951031197,1.2181713614148288
9.0,6.0,2.25613642,30.901182499999997,1.1788174503527926,1.2368333852397826
9.0,6.0,2.3209945887499996,32.548402812499994,1.1883069425485415,1.2385869279585529
9.0,6.0,2.44406828875,35.74629977499999,1.2049143549568917,1.2584899007772854
10.0,6.0,0.766006572,0.8999187878749999,0.87976802711553,0.9547207560786248
10.0,6.0,0.79300097525,1.24764610625,0.8870526304483951,0.9671296546820694
10.0,6.0,0.8400113048750001,1.87703635875,0.8997444221208685,0.9779929359394964
10.0,6.0,0.854992995,2.09391254,0.9039198784418554,0.9780870438003466
10.0,6.0,0.8760124065,2.4041439962499997,0.9095637291639784,0.9950208953248068
10.0,6.0,0.907051263125,2.8142709975,0.9165100530696076,0.992065456889504
10.0,6.0,0.9180349345,3.00914760625,0.9205639984876416,1.0015393027778938
10.0,6.0,0.989020644,4.0606466375,0.9378564691903266,1.0155511183346788
10.0,6.0,0.997983622375,4.181024141250001,0.9386514566707496,1.0111145129170984
10.0,6.0,1.06399420375,5.20567416125,0.9529513248739174,1.023519421886005
10.0,6.0,1.1450312625,6.52233877875,0.970195978208397,1.0424888809698012
10.0,6.0,1.2380301800000002,8.09058721875,0.988081482900545,1.0585137861734208
10.0,6.0,1.2589727737499998,8.46001301375,0.9936311089727798,1.0613431192026024
10.0,6.0,1.349068885,10.03434542375,1.0086690252037225,1.072709672057167
10.0,6.0,1.4348907875,11.596189550000004,1.0237067854949011,1.0897219792899686
10.0,6.0,1.4949802875,12.728102725,1.0329272666968912,1.094347208550818
10.0,6.0,1.560954845,14.043762974999998,1.046501058368646,1.109221763372812
10.0,6.0,1.5629972475,14.032763137499998,1.0449797174738673,1.1061425919841166
10.0,6.0,1.6679959475,16.122586899999998,1.0610714917950628,1.122911079584198
10.0,6.0,1.82495801,19.329438999999997,1.0845995665867705,1.140362264607173
10.0,6.0,1.975068695,22.551603075,1.1058976901685351,1.161818613048083
10.0,6.0,2.071877795,24.6482295875,1.118431848855677,1.1754310923755509
10.0,6.0,2.1948756512500003,27.410544012499997,1.134906430206155,1.1910472958627956
10.0,6.0,2.32207226,30.383943625,1.1514508480928085,1.2104867911092232
10.0,6.0,2.58682211375,36.7280604,1.181990918520912,1.235759297702401
10.0,6.0,2.7128488175000003,39.9268945,1.1965746301592168,1.247550094683595
10.0,6.0,2.89397637875,44.518182275,1.2160898921933447,1.2682380539226652
10.0,6.0,3.08004357125,49.3589403,1.234873939695296,1.287530638180475
11.0,6.0,0.765010212375,0.962519560125,0.8740930821260602,0.9523215968500204
11.0,6.0,0.799991926375,1.36928734625,0.8819483743605477,0.9686745421506628
11.0,6.0,0.8339812251250001,1.79773253375,0.8901957955608826,0.9780526786707748
11.0,6.0,0.853983526625,2.0716403124999996,0.8948436150433441,0.9742015668818986
11.0,6.0,0.880017826125,2.4246155150000006,0.9015258732506216,0.9857923388589216
11.0,6.0,0.91902793175,2.9695700162499996,0.9104016031977183,0.9871873670813952
11.0,6.0,0.93795327925,3.23830693,0.9145188897964828,1.000054405935466
11.0,6.0,0.983939703,3.89632001125,0.9245016238001256,1.0049439182149502
11.0,6.0,1.00496310225,4.230429486250001,0.9294495193502524,1.0153942237126286
11.0,6.0,1.07107229875,5.179239325,0.9419945497154416,1.022521374421221
11.0,6.0,1.11099744,5.795581265,0.9500379257194916,1.028158685816046
11.0,6.0,1.1790075175,6.8986705225,0.9627362288430238,1.0423328955099485
11.0,6.0,1.18403326875,6.9579930674999995,0.9639594826941652,1.0407699672462738
11.0,6.0,1.2650230274999998,8.26559149875,0.9790460851515588,1.0528016463119592
11.0,6.0,1.3089811662500002,8.990985798749998,0.9861201608537868,1.057262975120318
11.0,6.0,1.3670195925,9.98805193875,0.9947267989096428,1.068537261965643
11.0,6.0,1.4221272525,10.954579125,1.0048347238230353,1.0764822248049783
11.0,6.0,1.4729096125,11.8274858875,1.013221800942156,1.083795272893622
11.0,6.0,1.51496451875,12.6230019375,1.0174138575120228,1.0921719409309985
11.0,6.0,1.6389410512499998,14.8287738875,1.036234645109286,1.100456313247535
11.0,6.0,1.7630288899999995,17.174186875,1.0538505230637607,1.120807177535453
11.0,6.0,1.7719734975,17.3485670875,1.0543354806998535,1.1194290451420623
11.0,6.0,1.88698733875,19.63299005,1.0703789444934455,1.1368244117091322
11.0,6.0,1.9070996175,20.01833605,1.072376235637031,1.136171268953489
11.0,6.0,2.05007795625,22.8825806875,1.0897120480471414,1.1535341828615724
11.0,6.0,2.05110576625,22.874392200000003,1.090750139531054,1.1548428176531906
11.0,6.0,2.1968812925,25.9743202125,1.107320873734014,1.167451073503346
11.0,6.0,2.4030993749999996,30.3978312,1.130650688953192,1.1916182568162603
11.0,6.0,2.55504548625,33.785293387500005,1.1458999636730394,1.2024704304242568
11.0,6.0,2.74519166,38.1151143875,1.165119001723904,1.2236963865945232
11.0,6.0,2.9000495,41.8273885,1.180963717033351,1.2385752733817863
11.0,6.0,3.1410401487499997,47.578596100000006,1.2024096360214158,1.2607309431941889
11.0,6.0,3.4049022462500003,54.195214075,1.2260510028736165,1.2856992619299028
12.0,6.0,0.7609671984999999,0.92959753275,0.8667734098674554,0.9553486159704332
12.0,6.0,0.798023136625,1.3475312825,0.8748398526159125,0.9691496254893652
12.0,6.0,0.84295179475,1.92688776625,0.8866557266252088,0.978978027914881
12.0,6.0,0.8470649085,1.97566606625,0.8877219201658149,0.9746197244258704
12.0,6.0,0.8900290782500001,2.5440918862500004,0.8964954550571008,0.992672837160832
12.0,6.0,0.91703745,2.89906796875,0.903038162473772,0.9884367232538384
12.0,6.0,0.940937059625,3.2337946875,0.9071073121866812,1.001481103940128
12.0,6.0,1.003964741875,4.102223556250001,0.920480956566066,1.003253557436731
12.0,6.0,1.023970915,4.4003372,0.9253796961187232,1.0117713155072026
12.0,6.0,1.09297555125,5.385448155,0.9367019658594092,1.0192853445782493
12.0,6.0,1.1329861625,5.98807591625,0.9443677516703408,1.0270519009727477
12.0,6.0,1.2180526975,7.30996221625,0.9606695726964538,1.040524026163988
12.0,6.0,1.3049979075000002,8.65571536625,0.9722588623628756,1.053082226474044
12.0,6.0,1.3249335875,8.969210364999999,0.9763656088656648,1.0527898411634111
12.0,6.0,1.40097753875,10.18044513875,0.9872502143121712,1.0624252984514586
12.0,6.0,1.54611913125,12.65101055,1.0079897696444369,1.0828160298778795
12.0,6.0,1.5710456650000002,13.1044233375,1.011461452719485,1.0859341216226963
12.0,6.0,1.6610032575,14.6458971625,1.0222713238510246,1.0978506966910009
12.0,6.0,1.6799349925,15.022985962499998,1.024512547748185,1.100797774179508
12.0,6.0,1.98888011125,20.694453399999997,1.0635242388520163,1.131731062804947
12.0,6.0,2.1479333374999996,23.7773937375,1.0799391478480769,1.1496526643680796
12.0,6.0,2.27796168875,26.3578263125,1.0923909234119047,1.1628087691085087
12.0,6.0,2.50600697,31.0228206125,1.115956548858538,1.183167668914154
12.0,6.0,2.6591575575000004,34.2741804375,1.1310007656902588,1.1974613788510726
12.0,6.0,2.89401974875,39.358470925,1.1511274057769303,1.215865793083455
12.0,6.0,3.0759770987499997,43.4386890625,1.1681663716781543,1.2316864229912348
12.0,6.0,3.29811504125,48.4664512125,1.1838654487706173,1.2464268952132187
12.0,6.0,3.5318608799999995,53.9553002625,1.202124639088754,1.2638645872087833
13.0,6.0,0.750055371125,0.7849284162500001,0.8591398289344483,0.9517456358942038
13.0,6.0,0.791039967875,1.2831958112500002,0.8694630666452656,0.9652187381172188
13.0,6.0,0.8250007668749999,1.69189959,0.8772021237755567,0.9706831692386648
13.0,6.0,0.8269850731249999,1.70869638,0.8775774690267795,0.9733968450029822
13.0,6.0,0.8730044594999999,2.3005252075,0.8872403698289556,0.9846921203467212
13.0,6.0,0.904038891,2.6866416049999997,0.8934021251644484,0.9848664855229828
13.0,6.0,0.93598541125,3.142210525,0.90113286869363,1.002491879395009
13.0,6.0,0.972990963875,3.60335338875,0.9083008515463704,0.9994506289186464
13.0,6.0,0.973012065875,3.74556771,0.9127247866928828,0.9883391774734948
13.0,6.0,1.0300093875,4.38698719875,0.9181897197064662,1.013654645553086
13.0,6.0,1.0579592525,4.960292448750001,0.9283618220408584,1.0039347104295742
13.0,6.0,1.05800927875,4.78673203875,0.9247573323727062,1.0159034627605157
13.0,6.0,1.1259896237499998,5.7535230425,0.9369514386315588,1.0219390140590343
13.0,6.0,1.18107672375,6.5984929675,0.944902774191954,1.0337315538687195
13.0,6.0,1.20797801,6.98766701625,0.95023397464967,1.0367557551346354
13.0,6.0,1.33300348,8.8869668625,0.9679610331606212,1.052645504840816
13.0,6.0,1.3910150625,9.762607965,0.9759294656960464,1.0574107017201766
13.0,6.0,1.49404352625,11.380882875,0.9887232741186172,1.0656358877543783
13.0,6.0,1.5879961887499998,12.97793535,1.00109816474583,1.0810824071842944
13.0,6.0,1.6749570450000002,14.430742925,1.0116050630914042,1.0899043097916203
13.0,6.0,1.75708046375,15.7819458375,1.0209003328182156,1.0967937817380906
13.0,6.0,1.877996565,17.9211219,1.0343254464126217,1.1070630020000736
13.0,6.0,2.014931695,20.131469899999995,1.0493082864402958,1.1246162853675383
13.0,6.0,2.09992187625,21.9598112875,1.05725309659725,1.1328976561156243
13.0,6.0,2.1901216000000003,23.56920645,1.0658784115656288,1.136949581504997
13.0,6.0,2.2409330225,24.6439012,1.071998596378962,1.1450663752716177
13.0,6.0,2.40492464375,27.716222425,1.0867164272256358,1.1573848056213294
13.0,6.0,2.62303584375,32.0050998875,1.1067461842456985,1.172711273338289
13.0,6.0,2.66501364875,32.87262582499999,1.109161379986551,1.180486760983381
13.0,6.0,2.81375554125,35.910469475,1.122574736095074,1.190303863971954
13.0,6.0,2.85807033125,36.828612475,1.1246285944238124,1.1965967402669986
13.0,6.0,3.06807549,41.155621874999994,1.1415330140887208,1.2102951590448696
13.0,6.0,3.2863211950000006,45.845052525,1.1567668199318697,1.2213974941367347
13.0,6.0,3.536744005,51.3182475,1.174142719703806,1.242321917580623
13.0,6.0,3.79270966,57.09410175,1.191728801871384,1.2587110910292405
14.0,6.0,0.785959067375,1.22726845125,0.8662596825432827,0.9603999386515832
14.0,6.0,0.8179763443750001,1.6011088125,0.8732512263453007,0.9811199614935092
14.0,6.0,0.8659851907499999,2.18269274375,0.8824384464324198,0.9847458747295128
14.0,6.0,0.8959757935,2.5626256725000003,0.888219090954979,0.987490514287576
14.0,6.0,0.94898016425,3.24313671875,0.8997000671586491,0.9957632110318084
14.0,6.0,0.954943722375,3.46686137375,0.9046771838022296,0.9851961757045276
14.0,6.0,0.9550131875,3.3145527525,0.8998455301741266,0.9979146352010112
14.0,6.0,1.012971495,4.0890514399999995,0.9106840537309304,1.004452991346911
14.0,6.0,1.0450030225,4.661778045,0.92033755262319,0.999279437967206
14.0,6.0,1.045053445,4.55010606875,0.916837287958514,1.0146883124256771
14.0,6.0,1.1119950075,5.43820331375,0.9279679953452896,1.0183894343316098
14.0,6.0,1.16905762875,6.250792745,0.935926577942259,1.028975144695903
14.0,6.0,1.2400516325000002,7.304168035,0.9473276545282036,1.0375559105811
14.0,6.0,1.3419314575,8.79129342,0.9595213717613892,1.0500105453708442
14.0,6.0,1.49888213125,11.1627815875,0.979739664868957,1.0631566306785083
14.0,6.0,1.6231729624999998,13.170287125,0.9954985024750268,1.0773831664262394
14.0,6.0,1.7840308,15.8122631875,1.0125921982461432,1.0933080846047214
14.0,6.0,1.88391474375,17.471622537500004,1.0227529336971242,1.1010351392598825
14.0,6.0,2.012066945,19.626628125,1.036053569093551,1.1096413924256834
14.0,6.0,2.22702950625,23.498899912499997,1.0554376893564892,1.1309944987414309
14.0,6.0,2.3330601375,25.4467723125,1.0652434244520188,1.1396714754124715
14.0,6.0,2.50106635,28.4877691875,1.0786610262164449,1.1494831450359186
14.0,6.0,2.73715439625,32.998781037499995,1.0974082577410045,1.1711653391658927
14.0,6.0,2.80605039125,34.32804302500001,1.1021798626662118,1.174469824204039
14.0,6.0,2.9389345975000003,36.9501189,1.1117891433899338,1.1848323105037264
14.0,6.0,3.0530679075,39.228402487500006,1.1204561387637078,1.191711164109184
14.0,6.0,3.1779836875000003,41.7112771,1.1273254709588385,1.2027535934487128
14.0,6.0,3.2390033574999997,43.0377261375,1.1323541039589269,1.2077838796822116
14.0,6.0,3.5240123962500003,48.85265497500001,1.150278946837334,1.2228123116331104
14.0,6.0,3.85382648625,55.84893025,1.1704569951316994,1.2381858120102165
14.0,6.0,4.0361282075,59.851561749999995,1.1815827065697508,1.2529415846572094
15.0,6.0,0.77500984125,1.1076179993749995,0.86099115313664,0.967847486438004
15.0,6.0,0.817027498625,1.59961817375,0.86943092484364,0.9692950501625188
15.0,6.0,0.865027512375,2.16338257625,0.8789334082861305,0.9839028844312993
15.0,6.0,0.874979878375,2.28961346625,0.881190495072941,0.9843126319671638
15.0,6.0,0.918001951375,2.8215501599999997,0.8892454436279458,0.9952473817653652
15.0,6.0,0.952966037875,3.269556042499999,0.8963255703453503,1.0005768935053676
15.0,6.0,0.952984716625,3.47212920625,0.9029437748358172,0.9945813223532036
15.0,6.0,0.99795506375,3.84662193,0.903422896339636,1.0102918224629909
15.0,6.0,1.04298524625,4.45370445625,0.9118807864206336,1.0150373298816224
15.0,6.0,1.0430342375,4.66357889875,0.9179688707729468,1.00667612326079
15.0,6.0,1.13402257625,5.6621667362500006,0.9252688545871016,1.0201303096423282
15.0,6.0,1.14398007875,5.850475586250001,0.9288138880286858,1.030067102083776
15.0,6.0,1.21089642125,6.7645524337500005,0.938635619137165,1.034533523885476
15.0,6.0,1.3510296025,8.74679449875,0.9542819076275773,1.0480249460463045
15.0,6.0,1.40183899875,9.5297314575,0.9602842901606784,1.0551781320692184
15.0,6.0,1.51895485,11.2445092375,0.9754399955614692,1.0605051325139063
15.0,6.0,1.69208443125,13.8992737375,0.9931797249700584,1.0735019154711916
15.0,6.0,1.82285268375,16.1089072875,1.0090644266126998,1.0903230457544617
15.0,6.0,1.9140502125,17.5655429125,1.0143380442438716,1.100409371914118
15.0,6.0,2.0481176574999997,19.710745512499997,1.0270096109152005,1.1038112157157067
15.0,6.0,2.0990517774999997,20.6494223375,1.030914084031385,1.114773392900155
15.0,6.0,2.2401176024999994,23.027185937499997,1.0447167804187132,1.1223495858233563
15.0,6.0,2.55205957125,28.5247315,1.0687530104094087,1.1434040010663389
15.0,6.0,2.67213763375,30.761731075000004,1.076252436564372,1.156077364558776
15.0,6.0,2.81195566125,33.3519200125,1.0871429186838264,1.1628922774459132
15.0,6.0,2.950004855,35.8814697375,1.0959301974855786,1.1698966506012582
15.0,6.0,3.17012112375,40.1149675375,1.1099351844317198,1.186642255603979
15.0,6.0,3.294945905,42.48268751249999,1.1179078444103847,1.1922375206302884
15.0,6.0,3.7169670825,50.909641225,1.1433692243961653,1.215291001279379
15.0,6.0,4.0108936,56.8966214875,1.1585459935605336,1.2338169565848385
15.0,6.0,4.36196400625,64.2145428875,1.177208904906459,1.2486060689987482
16.0,6.0,0.763011880875,0.968901713125,0.8548027017704267,0.9730023116288712
16.0,6.0,0.79802485925,1.36028495,0.8626645800350634,0.9792734052107578
16.0,6.0,0.850979865,1.98861117875,0.8769584259363405,0.9945085110697252
16.0,6.0,0.8509900078749999,2.13022146875,0.8804481978747077,0.9714454946430482
16.0,6.0,0.851021613125,1.98651129,0.8736335418838944,0.9821189068762968
16.0,6.0,0.91398709425,2.76199235125,0.8881203704167522,0.9996090604331008
16.0,6.0,0.916921553,2.7874834149999996,0.8855874738569641,0.9922030465184232
16.0,6.0,0.9169510325,2.9317576987500003,0.892114712002298,0.9806219813441878
16.0,6.0,0.988998941,3.71178139625,0.902278394090224,1.008694452206812
16.0,6.0,1.01800526875,4.2630705537499995,0.9099180818687936,0.9943520672107028
16.0,6.0,1.0180867075000002,4.08203118875,0.905326257478762,1.0114643382186124
16.0,6.0,1.09405500875,5.088818583749999,0.917005946848013,1.0231071028789718
16.0,6.0,1.13697622,5.65350154375,0.9217964404028284,1.0298596717626918
16.0,6.0,1.24002805625,7.041215295,0.9357941124591792,1.0320178908524489
16.0,6.0,1.34703305125,8.552845195,0.9502661449613552,1.0429170135249302
16.0,6.0,1.520920395,11.033187825,0.969386376985502,1.0560326437481178
16.0,6.0,1.6429523087500002,12.9345156375,0.9823262128910124,1.0725837682313286
16.0,6.0,1.82610881375,15.239103325,1.0016977037579629,1.089328585352915
16.0,6.0,1.91691643625,17.227248274999997,1.0075037877426372,1.0945400673226169
16.0,6.0,2.00397860375,18.6273539125,1.0134568561421524,1.1015734480118695
16.0,6.0,2.25998450625,22.7829779125,1.0350315673945965,1.1162504472167925
16.0,6.0,2.78923712875,31.9271537375,1.072282100857492,1.1502972736438717
16.0,6.0,3.07522954375,37.211552450000006,1.0892711298617883,1.1707764765903528
16.0,6.0,3.2901774,41.128516475,1.1010220358897878,1.1829555430350644
16.0,6.0,3.5008313212499997,45.04976512500001,1.11509056521116,1.1902771622633768
16.0,6.0,3.8849724375,52.4817838375,1.1339704330437468,1.2109901108921193
17.0,6.0,0.7570222995,0.944376503,0.8541171518456029,0.9653003311816624
17.0,6.0,0.7980278521249999,1.3868709812500002,0.8622367487430036,0.9798519147275464
17.0,6.0,0.8400207785,2.03481135,0.8781629913905341,0.966002421874162
17.0,6.0,0.840031619125,1.8562924625,0.870227174746427,0.9862871913892388
17.0,6.0,0.846993972375,1.936383535,0.8724032768026697,0.9938788548258908
17.0,6.0,0.898031825,2.55208546375,0.8806171876354549,0.9941772772413152
17.0,6.0,0.918982642375,2.8095466774999993,0.8856907746743877,1.000532048433256
17.0,6.0,0.91900577525,3.0651357674999997,0.894838697195285,0.9736927248469484
17.0,6.0,0.984999913375,3.632743575,0.8968372466644121,1.0124804491634
17.0,6.0,1.0099416555,4.17719527125,0.9081048330320758,1.0088009216289262
17.0,6.0,1.009961959375,3.96219587125,0.9014091693396477,1.016907801870671
17.0,6.0,1.08996157,4.955339163750001,0.9117813672130348,1.0150317696071405
17.0,6.0,1.10896750875,5.2385854925,0.915795236745494,1.0282509229791077
17.0,6.0,1.2220036399999998,6.7193907225,0.9306351820125368,1.0313243097130436
17.0,6.0,1.35499454375,8.542864565,0.945300761742086,1.0430997537113254
17.0,6.0,1.52598043875,10.9543013,0.9631399767031148,1.056728388917127
17.0,6.0,1.70003539,13.5448302125,0.9811222678874556,1.0721036491349398
17.0,6.0,1.89296578,16.4735827125,0.9964516897991949,1.088550333188553
17.0,6.0,2.112985885,19.9517557875,1.014700460920109,1.103238873112108
17.0,6.0,2.3078835675,23.114414625,1.0289644448059954,1.114374727474452
17.0,6.0,2.5780087475,27.5644467625,1.0480726225653751,1.1303040946462255
17.0,6.0,2.7320638587499997,30.345456175,1.0597621177957612,1.1454910651731238
17.0,6.0,3.16382133625,37.711707275,1.081625737789425,1.1636365099708423
17.0,6.0,3.45100041875,42.71929332500001,1.0983984316604691,1.179691775148009
17.0,6.0,3.787837518749999,49.14746995,1.114265514992441,1.1958248526259072
17.0,6.0,4.0032536062499995,53.319904975,1.1241742279513736,1.2065506551076837
17.0,6.0,4.385114580000001,60.5453288875,1.140400445166009,1.2220827395167169
17.0,6.0,4.83297646875,69.3510570875,1.1581644248820255,1.2408031703135445
18.0,6.0,0.7839914058749999,1.2324842965,0.8577638720448123,0.9813376031126404
18.0,6.0,0.823999957625,1.6843729525,0.8667073035888873,0.9901234170958088
18.0,6.0,0.886965207875,2.41440419875,0.8796169442488784,1.0031092256063374
18.0,6.0,0.889936256125,2.46337727375,0.8775088567633886,0.9961647851892316
18.0,6.0,0.8899524215,2.644774305,0.886092476111398,0.9839967961686013
18.0,6.0,0.946966238875,3.1704160837499997,0.8918642717679944,1.0097158139141584
18.0,6.0,0.966980670625,3.4046302975,0.8929533190756281,1.014113608202343
18.0,6.0,0.96702193075,3.62501061375,0.8999797332310246,1.0120221443807411
18.0,6.0,1.0870025325,5.17302711875,0.9178279823278036,1.018593777058685
18.0,6.0,1.08703444875,4.925701446249999,0.910706425012086,1.0297665706515893
18.0,6.0,1.08996959375,4.9200494625,0.909615872236862,1.0165735215461564
18.0,6.0,1.2090444225,6.471801374999999,0.9252075461631196,1.0273138106400836
18.0,6.0,1.34194288125,8.27719685625,0.939863997437137,1.0426872553518909
18.0,6.0,1.51406407125,10.640606175,0.9583342565807996,1.0542184694558856
18.0,6.0,1.70199257875,13.3440652625,0.975034242780801,1.0666402945489628
18.0,6.0,1.89911168125,16.298581375,0.9927344461944148,1.0800971612795744
18.0,6.0,2.11501047,19.6673957,1.008708187665046,1.0989542484076062
18.0,6.0,2.16201772875,20.35156635,1.0114160760817057,1.0999623714910278
18.0,6.0,2.34688240125,23.28600875,1.0232176326599238,1.1121918645498574
18.0,6.0,2.5639550175000005,26.8319127375,1.038618801613281,1.1242749892864663
18.0,6.0,2.7050008362500004,29.108574475,1.045656136507271,1.132174620522428
18.0,6.0,2.9079584274999997,32.588372050000004,1.060129045766708,1.1423827157646465
18.0,6.0,2.9579452387500007,33.44413235,1.0598143213155795,1.147887763795039
18.0,6.0,3.24016186625,38.148142825,1.0740615314901307,1.154854584385917
18.0,6.0,3.5700034625,44.095919225,1.0915608176702412,1.176518243034629
18.0,6.0,3.60315492875,44.72500144999999,1.0936965265971668,1.178318733744732
18.0,6.0,3.90416711,50.033985062499994,1.1071229862128973,1.190759189937274
19.0,6.0,0.77603010525,1.157510564125,0.8557987614155268,0.9846808209855222
19.0,6.0,0.8260198990000001,1.7143687325,0.8650647447472416,0.9905227193786802
19.0,6.0,0.8680048285,2.1973322150000003,0.875342209494112,1.0045308761836282
19.0,6.0,0.875977672125,2.28220763,0.8746463288413773,0.9991659431016362
19.0,6.0,0.967038482875,3.38672204,0.8906721480444911,1.0128727816197192
19.0,6.0,0.9720203475,3.4459809087499997,0.8914744949188748,1.012977647995141
19.0,6.0,0.972045066,3.66590164125,0.8991360654090194,1.0106095733687934
19.0,6.0,1.05001143875,4.43007322375,0.9036842504812612,1.0264070255013078
19.0,6.0,1.05002431375,4.52780247875,0.9064108072637664,1.0039742793827762
19.0,6.0,1.07301062625,4.67894558,0.9060807147899148,1.017955391224353
19.0,6.0,1.17998658375,6.07206273375,0.9200915023995088,1.0326892646773342
19.0,6.0,1.19993538625,6.353793678750001,0.9245571298084192,1.0413251583048193
19.0,6.0,1.33001275375,8.02432916625,0.936412774989164,1.041666692611089
19.0,6.0,1.52100058875,10.6152779125,0.9550636845070082,1.0515594308488954
19.0,6.0,1.6910122275,13.0287482625,0.9690241515329984,1.060177092586374
19.0,6.0,1.91492875875,16.325771562499998,0.9874694080414006,1.08100931924204
19.0,6.0,2.09804059,19.077903237500003,1.0005672235150496,1.0916018829168663
19.0,6.0,2.3600712925,23.0766520875,1.0168559523187128,1.1080538045442778
19.0,6.0,2.61602478,27.1749206,1.0331742892141846,1.1223159148922115
19.0,6.0,2.9859356299999997,33.175395575,1.0528919666668763,1.1375097188351029
19.0,6.0,3.2839919212499997,38.2310504375,1.0686926756148805,1.153849704561658
19.0,6.0,3.6141204875,43.9969412625,1.0830722404334905,1.1715638125799817
19.0,6.0,4.0209411825,51.070444,1.0992576971347032,1.1861185895274555
